plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Business 12,$0.11490,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,SmallCommercialCompare,2025-04-22
Commercial Optional Green 33,$0.10798,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-04-22
Commercial Standard,$0.09425,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-04-22
Commercial Optional Green 100,$0.12918,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-04-22
Winter Break 24,$0.18800,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2025-04-22
Ultimate Perks 12,$0.14250,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2025-04-22
Winter Break 12,$0.18500,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2025-04-22
White Mountain Select 12 Month Term,$0.13500,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2025-04-22
Amherst BASIC,$0.08840,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Amherst GREEN Default,$0.08880,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Amherst GREEN 50%,$0.10300,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Amherst GREEN 100%,$0.11950,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Bennington GREEN Default,$0.08860,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Bennington GREEN 50%,$0.10280,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Bennington GREEN 100%,$0.11930,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Bennington BASIC,$0.08820,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Power Your Tomorrow Fixed - 8,$0.11970,3/18/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,8 months,No,*Last meter read*,0.00 %,8 monthly bill cycles fixed at 11.97 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-04-22
