plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Clean 50 - Monthly Domestic Service,$0.08700,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Business 12,$0.11990,3/11/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,SmallCommercialCompare,2025-03-14
Commercial Optional Green 33,$0.10798,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-03-14
Commercial Optional Green 100,$0.12918,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-03-14
Amherst GREEN 100%,$0.11950,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Winter Break 24,$0.18800,3/4/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2025-03-14
Ultimate Perks 12,$0.14250,3/4/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2025-03-14
Winter Break 12,$0.18500,3/4/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2025-03-14
White Mountain Select 12 Month Term,$0.13500,3/4/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2025-03-14
Affordable Wind 12,$0.13290,3/6/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-03-14
Embrace Green 6,$0.12490,3/6/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,6 months,$50.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-03-14
Ultra Clean Solar 24,$0.13890,3/6/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-03-14
Embrace Green 12,$0.12990,3/6/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-03-14
Embrace Green 24,$0.13490,3/6/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-03-14
Amherst GREEN 50%,$0.10300,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Power Your Tomorrow Fixed - 8,$0.11970,2/21/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,8 months,No,*Last meter read*,0.00 %,8 monthly bill cycles fixed at 11.97 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-03-14
